id_6char,id_7char,municipio_sus,municipio,uf,populacao,clinicos,intensivistas,enfermeiros,anestesiologistas,ventiladores_existentes,ventiladores_em_uso,estab_c_vent_sus,quantidade_leitos,leitos_sus,leitos_nao_sus
431041,4310413,,Inhacorá,RS,2226,,,,,,,,,,
431043,4310439,,Ipê,RS,6640,,,3,,,,,,,
431046,4310462,,Ipiranga do Sul,RS,1889,,,1,,,,,,,
431050,4310504, Iraí,Iraí,RS,7241,7,,5,,1,1,1,64,49,15
431053,4310538, Itaara,Itaara,RS,5499,,,3,,,,,20,,20
431055,4310553,,Itacurubi,RS,3465,1,,2,,,,,,,
431057,4310579,,Itapuca,RS,2094,1,,,,,,,,,
431060,4310603, Itaqui,Itaqui,RS,37620,22,,22,3,3,2,2,79,77,2
431065,4310652,,Itati,RS,2419,2,,,,,,,,,
431070,4310702, Itatiba do Sul,Itatiba do Sul,RS,3324,,,1,,1,1,1,10,10,
431075,4310751, Ivorá,Ivorá,RS,1910,,,2,,1,1,1,24,19,5
431080,4310801, Ivoti,Ivoti,RS,24293,27,,18,1,2,2,2,52,45,7
431085,4310850, Jaboticaba,Jaboticaba,RS,3810,6,,7,,,,,50,42,8
431087,4310876,,Jacuizinho,RS,2692,1,,2,,,,,,,
431090,4310900, Jacutinga,Jacutinga,RS,3561,1,,1,,1,1,1,,,
431100,4311007, Jaguarão,Jaguarão,RS,26680,10,,22,1,,,,74,61,13
431110,4311106, Jaguari,Jaguari,RS,10848,10,,11,1,2,2,2,51,32,19
431112,4311122, Jaquirana,Jaquirana,RS,3716,1,,2,,1,1,1,10,10,
431113,4311130,,Jari,RS,3503,1,,1,,,,,,,
431115,4311155, Jóia,Jóia,RS,8560,2,,3,,,,,3,3,
431120,4311205, Júlio de Castilhos,Júlio de Castilhos,RS,19293,10,,14,,1,1,1,67,49,18
431123,4311239,,Lagoa Bonita do Sul,RS,2903,1,,,,,,,,,
431125,4311254, Lagoão,Lagoão,RS,6452,1,,1,,1,,,,,
431127,4311270,,Lagoa dos Três Cantos,RS,1609,1,,2,,,,,,,
431130,4311304, Lagoa Vermelha,Lagoa Vermelha,RS,27807,14,,16,,5,4,2,71,47,24
431140,4311403, Lajeado,Lajeado,RS,84014,131,1,188,9,29,28,3,139,107,32
431142,4311429,,Lajeado do Bugre,RS,2564,,,,,,,,,,
431150,4311502, Lavras do Sul,Lavras do Sul,RS,7480,3,,9,,2,2,1,32,29,3
431160,4311601, Liberato Salzano,Liberato Salzano,RS,5219,4,,7,,1,1,,,,
431162,4311627,,Lindolfo Collor,RS,6054,5,,4,,,,,,,
431164,4311643,,Linha Nova,RS,1714,2,,1,,,,,,,
431170,4311700, Machadinho,Machadinho,RS,5445,3,,3,,1,1,1,,,
431171,4311718,,Maçambará,RS,4587,1,,1,,,,,,,
431173,4311734,,Mampituba,RS,2981,1,,3,,,,,,,
431175,4311759,,Manoel Viana,RS,7299,4,,3,,,,,,,
431177,4311775,,Maquiné,RS,6714,,,2,,,,,,,
431179,4311791, Maratá,Maratá,RS,2691,1,,1,,1,1,1,,,
431180,4311809, Marau,Marau,RS,44161,22,,30,3,8,8,2,104,57,47
431190,4311908, Marcelino Ramos,Marcelino Ramos,RS,4402,1,,7,,2,2,1,52,28,24
431198,4311981,,Mariana Pimentel,RS,3885,4,,1,,,,,,,
431200,4312005,,Mariano Moro,RS,2031,1,,1,,,,,,,
431205,4312054, Marques de Souza,Marques de Souza,RS,4009,4,,5,,2,2,1,40,30,10
431210,4312104, Mata,Mata,RS,4823,1,,4,,,,,28,21,7
431213,4312138,,Mato Castelhano,RS,2540,4,,4,,,,,,,
431215,4312153,,Mato Leitão,RS,4515,1,,1,,,,,,,
431217,4312179,,Mato Queimado,RS,1648,,,1,,,,,,,
431220,4312203, Maximiliano de Almeida,Maximiliano de Almeida,RS,4377,,,2,,1,1,1,39,37,2
431225,4312252,,Minas do Leão,RS,8075,3,,4,,,,,,,
431230,4312302,,Miraguaí,RS,4925,1,,,,,,,,,
431235,4312351,,Montauri,RS,1453,,,,,,,,,,
431237,4312377,,Monte Alegre dos Campos,RS,3226,2,,1,,,,,,,
431238,4312385,,Monte Belo do Sul,RS,2548,3,,,,,,,,,
431240,4312401, Montenegro,Montenegro,RS,65264,71,3,112,10,30,30,1,216,134,82
431242,4312427,,Mormaço,RS,3085,,,3,,,,,,,
431244,4312443,,Morrinhos do Sul,RS,2949,1,,2,,,,,,,
431245,4312450, Morro Redondo,Morro Redondo,RS,6568,4,,4,,2,2,1,19,19,
431247,4312476, Morro Reuter,Morro Reuter,RS,6407,1,,2,,4,4,2,,,
431250,4312500, Mostardas,Mostardas,RS,12804,4,,8,,1,1,1,29,29,
431260,4312609, Muçum,Muçum,RS,4954,4,,4,,1,1,1,31,25,6
431261,4312617,,Muitos Capões,RS,3162,2,,3,,,,,,,
431262,4312625,,Muliterno,RS,1893,2,,,,,,,,,
431265,4312658, Não-Me-Toque,Não-Me-Toque,RS,17624,10,,18,1,2,2,1,101,69,32
431267,4312674,,Nicolau Vergueiro,RS,1682,,,,,,,,,,
431270,4312708, Nonoai,Nonoai,RS,11695,8,,14,,2,,1,81,61,20
431275,4312757, Nova Alvorada,Nova Alvorada,RS,3625,1,,2,,1,,1,,,
431280,4312807,,Nova Araçá,RS,4759,5,,,,,,,,,
431290,4312906, Nova Bassano,Nova Bassano,RS,9916,8,,9,1,1,1,1,54,32,22
431295,4312955,,Nova Boa Vista,RS,1775,,,,,,,,,,
431300,4313003, Nova Bréscia,Nova Bréscia,RS,3330,1,,6,,,,,37,23,14
431301,4313011,,Nova Candelária,RS,2698,,,,,,,,,,
431303,4313037,,Nova Esperança do Sul,RS,5352,2,,1,,,,,,,
431306,4313060,,Nova Hartz,RS,21615,4,,8,,,,,,,
431308,4313086,,Nova Pádua,RS,2553,2,,3,,,,,,,
431310,4313102, Nova Palma,Nova Palma,RS,6512,4,,8,,1,1,1,52,36,16
431320,4313201, Nova Petrópolis,Nova Petrópolis,RS,21353,17,,21,,3,3,1,38,30,8
431330,4313300, Nova Prata,Nova Prata,RS,27257,30,,31,1,5,5,2,78,50,28
431333,4313334,,Nova Ramada,RS,2242,1,,1,,,,,,,
431335,4313359,,Nova Roma do Sul,RS,3689,2,,2,,,,,,,
431337,4313375,,Nova Santa Rita,RS,29300,22,,9,,,,,,,
431339,4313391,,Novo Cabrais,RS,4196,,,,,,,,,,
431340,4313409, Novo Hamburgo,Novo Hamburgo,RS,246748,153,1,273,32,106,100,5,459,246,213
431342,4313425,,Novo Machado,RS,3323,,,,,,,,,,
431344,4313441,,Novo Tiradentes,RS,2211,,,2,,,,,,,
431346,4313466,,Novo Xingu,RS,1719,,,1,,,,,,,
431349,4313490,,Novo Barreiro,RS,4164,,,,,,,,,,
431350,4313508, Osório,Osório,RS,45994,32,,35,1,8,8,3,87,59,28
431360,4313607, Paim Filho,Paim Filho,RS,3828,5,,6,,1,1,1,49,45,4
431365,4313656, Palmares do Sul,Palmares do Sul,RS,11318,8,,11,,,,,39,30,9
431370,4313706, Palmeira das Missões,Palmeira das Missões,RS,33303,25,,35,2,5,5,1,107,85,22
431380,4313805, Palmitinho,Palmitinho,RS,7057,1,,5,,,,,50,43,7
431390,4313904, Panambi,Panambi,RS,43667,24,,17,1,2,,1,70,49,21
431395,4313953,,Pantano Grande,RS,9174,2,,3,,,,,,,
431400,4314001, Paraí,Paraí,RS,7657,16,,6,,2,2,1,39,29,10
431402,4314027, Paraíso do Sul,Paraíso do Sul,RS,7611,2,,6,,,,,32,32,
431403,4314035,,Pareci Novo,RS,3837,2,,4,,,,,,,
431405,4314050, Parobé,Parobé,RS,58272,30,,21,,6,6,1,100,100,
431406,4314068,,Passa Sete,RS,5702,,,,,,,,,,
431407,4314076,,Passo do Sobrado,RS,6535,1,,3,,,,,,,
431410,4314100, Passo Fundo,Passo Fundo,RS,203275,379,,450,66,174,174,5,1123,728,395
431413,4314134,,Paulo Bento,RS,2293,,,1,,,,,,,
431415,4314159,,Paverama,RS,8487,2,,1,,,,,,,
431417,4314175,,Pedras Altas,RS,1982,5,,7,,,,,,,
431420,4314209, Pedro Osório,Pedro Osório,RS,7730,6,,4,,1,1,1,50,44,6
431430,4314308, Pejuçara,Pejuçara,RS,3874,,,2,,2,2,1,16,15,1
431440,4314407, Pelotas,Pelotas,RS,342405,339,3,573,31,151,149,7,1101,759,342
431442,4314423, Picada Café,Picada Café,RS,5742,,,,,1,1,1,,,
431445,4314456,,Pinhal,RS,2579,,,2,,,,,,,
431446,4314464,,Pinhal da Serra,RS,1941,2,,1,,,,,,,
431447,4314472, Pinhal Grande,Pinhal Grande,RS,4350,3,,7,,,,,30,18,12
431449,4314498,,Pinheirinho do Vale,RS,4871,2,,3,,,,,,,
431450,4314506, Pinheiro Machado,Pinheiro Machado,RS,12271,6,,14,,1,1,1,51,51,
431454,4314548,,Pinto Bandeira,RS,3003,,,,,,,,,,
431455,4314555,,Pirapó,RS,2304,1,,,,,,,,,
431460,4314605, Piratini,Piratini,RS,20663,4,,11,,2,2,1,105,85,20
431470,4314704, Planalto,Planalto,RS,10084,4,,5,,3,3,1,50,44,6
431475,4314753,,Poço das Antas,RS,2098,1,,1,,,,,,,
431477,4314779,,Pontão,RS,3904,,,4,,,,,,,
431478,4314787,,Ponte Preta,RS,1547,,,1,,,,,,,
431480,4314803, Portão,Portão,RS,37079,22,,18,,3,3,1,52,50,2
431490,4314902, Porto Alegre,Porto Alegre,RS,1483771,1630,95,3701,461,1211,1057,22,7019,4137,2882
431500,4315008, Porto Lucena,Porto Lucena,RS,4678,1,,7,,1,1,1,50,40,10
431505,4315057,,Porto Mauá,RS,2374,,,1,,,,,,,
431507,4315073,,Porto Vera Cruz,RS,1360,,,,,,,,,,
431510,4315107, Porto Xavier,Porto Xavier,RS,10246,2,,6,,1,1,1,50,31,19
431513,4315131,,Pouso Novo,RS,1639,1,,,,,,,,,
431514,4315149, Presidente Lucena,Presidente Lucena,RS,2901,1,,1,,1,1,1,,,
431515,4315156, Progresso,Progresso,RS,6244,1,,7,,6,6,1,49,44,5
431517,4315172,,Protásio Alves,RS,1947,,,1,,,,,,,
431520,4315206, Putinga,Putinga,RS,3919,,,2,,,,,30,25,5
431530,4315305, Quaraí,Quaraí,RS,22687,13,,13,,4,4,1,62,51,11
431531,4315313,,Quatro Irmãos,RS,1849,,,2,,,,,,,
431532,4315321,,Quevedos,RS,2788,,,1,,,,,,,
431535,4315354, Quinze de Novembro,Quinze de Novembro,RS,3796,2,,5,,1,1,1,19,14,5
431540,4315404,,Redentora,RS,11549,,,1,,,,,,,
431545,4315453,,Relvado,RS,2090,4,,1,,,,,,,
431550,4315503, Restinga Seca,Restinga Sêca,RS,15789,3,,12,,2,2,2,51,43,8
431555,4315552,,Rio dos Índios,RS,2752,,,,,,,,,,
431560,4315602, Rio Grande,Rio Grande,RS,211005,135,2,395,13,36,35,3,779,644,135
431570,4315701, Rio Pardo,Rio Pardo,RS,38275,11,,37,1,3,3,3,97,97,
431575,4315750, Riozinho,Riozinho,RS,4653,1,,6,,,,,33,30,3
431580,4315800, Roca Sales,Roca Sales,RS,11393,2,,6,,1,1,1,38,26,12
431590,4315909, Rodeio Bonito,Rodeio Bonito,RS,5867,1,,6,1,1,1,1,51,39,12
431595,4315958,,Rolador,RS,2323,1,,,,,,,,,
431600,4316006, Rolante,Rolante,RS,21349,17,,9,,2,2,2,52,50,2
431610,4316105, Ronda Alta,Ronda Alta,RS,10601,2,,16,,3,3,2,108,89,19
431620,4316204, Rondinha,Rondinha,RS,5130,2,,1,,,,,32,23,9
431630,4316303, Roque Gonzales,Roque Gonzales,RS,6847,1,,5,,2,2,1,35,32,3
431640,4316402, Rosário do Sul,Rosário do Sul,RS,39422,19,,21,,8,8,1,96,69,27
431642,4316428,,Sagrada Família,RS,2609,,,1,,,,,,,
431643,4316436, Saldanha Marinho,Saldanha Marinho,RS,2650,2,,3,,,,,19,16,3
431645,4316451, Salto do Jacuí,Salto do Jacuí,RS,12449,5,,5,,,,,32,23,9
431647,4316477,,Salvador das Missões,RS,2733,2,,2,,,,,,,
431650,4316501, Salvador do Sul,Salvador do Sul,RS,7799,6,,3,,1,1,1,32,25,7
431660,4316600, Sananduva,Sananduva,RS,16270,16,,11,,1,1,1,73,53,20
431670,4316709, Santa Bárbara do Sul,Santa Bárbara do Sul,RS,7994,,,6,2,,,,51,41,10
431673,4316733,,Santa Cecília do Sul,RS,1639,1,,,,,,,,,
431675,4316758,,Santa Clara do Sul,RS,6603,2,,1,,,,,,,
431680,4316808, Santa Cruz do Sul,Santa Cruz do Sul,RS,130416,233,,163,16,23,23,6,312,187,125
431690,4316907, Santa Maria,Santa Maria,RS,282123,181,3,633,54,119,119,7,1032,537,495
431695,4316956,,Santa Maria do Herval,RS,6331,1,,,,,,,,,
431697,4316972,,Santa Margarida do Sul,RS,2562,3,,1,,,,,,,
431700,4317004, Santana da Boa Vista,Santana da Boa Vista,RS,8098,3,,1,,1,1,1,,,
431710,4317103, Sant'Ana do Livramento,Sant'Ana do Livramento,RS,77027,47,,47,3,24,23,1,189,83,106
431720,4317202, Santa Rosa,Santa Rosa,RS,73254,74,,95,1,26,26,3,205,126,79
431725,4317251,,Santa Tereza,RS,1729,,,,,,,,,,
431730,4317301, Santa Vitória do Palmar,Santa Vitória do Palmar,RS,29676,14,,17,,5,5,1,65,53,12
431740,4317400, Santiago,Santiago,RS,49425,35,,37,2,12,12,1,122,101,21
431750,4317509, Santo Ângelo,Santo Ângelo,RS,77593,104,,104,2,37,37,3,219,136,83
431755,4317558, Santo Antônio do Palma,Santo Antônio do Palma,RS,2128,1,,,,1,1,1,,,
431760,4317608, Santo Antônio da Patrulha,Santo Antônio da Patrulha,RS,42894,15,,20,,4,4,1,82,60,22
431770,4317707,,Santo Antônio das Missões,RS,10175,3,,5,,,,,,,
431775,4317756,,Santo Antônio do Planalto,RS,2019,,,1,,,,,,,
431780,4317806, Santo Augusto,Santo Augusto,RS,13885,9,,11,,4,4,1,85,63,22
431790,4317905, Santo Cristo,Santo Cristo,RS,14257,2,,8,,4,4,1,56,41,15
431795,4317954,,Santo Expedito do Sul,RS,2324,,,,,,,,,,
431800,4318002, São Borja,São Borja,RS,60282,47,,60,2,15,14,3,143,118,25
431805,4318051,,São Domingos do Sul,RS,3074,,,2,,,,,,,
431810,4318101, São Francisco de Assis,São Francisco de Assis,RS,18335,6,,10,,1,1,1,60,45,15
431820,4318200, São Francisco de Paula,São Francisco de Paula,RS,21710,14,,5,,1,1,1,59,53,6
431830,4318309, São Gabriel,São Gabriel,RS,62105,39,,46,3,7,7,1,185,155,30
431840,4318408, São Jerônimo,São Jerônimo,RS,24248,21,,10,1,5,5,1,100,78,22
431842,4318424,,São João da Urtiga,RS,4657,1,,1,,,,,,,
431843,4318432, São João do Polêsine,São João do Polêsine,RS,2552,1,,7,,,,,50,46,4
431844,4318440,,São Jorge,RS,2824,1,,,,,,,,,
431845,4318457,,São José das Missões,RS,2537,1,,1,,,,,,,
431846,4318465,,São José do Herval,RS,1971,,,2,,,,,,,
431848,4318481,,São José do Hortêncio,RS,4804,1,,,,,,,,,
431849,4318499, São José do Inhacorá,São José do Inhacorá,RS,2073,,,4,,1,,1,,,
431850,4318507, São José do Norte,São José do Norte,RS,27568,26,,15,,4,4,1,53,45,8
431860,4318606, São José do Ouro,São José do Ouro,RS,6933,12,,4,,2,2,1,53,40,13
431861,4318614,,São José do Sul,RS,2408,,,,,,,,,,
431862,4318622,,São José dos Ausentes,RS,3527,,,,,,,,,,
431870,4318705, São Leopoldo,São Leopoldo,RS,236835,146,1,127,4,24,21,5,209,177,32
431880,4318804, São Lourenço do Sul,São Lourenço do Sul,RS,43582,19,,43,,5,5,3,172,125,47
431890,4318903, São Luiz Gonzaga,São Luiz Gonzaga,RS,33468,33,,21,2,2,2,1,122,99,23
431900,4319000, São Marcos,São Marcos,RS,21556,10,,11,,5,5,1,77,45,32
431910,4319109, São Martinho,São Martinho,RS,5426,5,,4,,2,2,1,39,25,14
431912,4319125,,São Martinho da Serra,RS,3234,1,,4,,,,,,,
431915,4319158, São Miguel das Missões,São Miguel das Missões,RS,7673,2,,6,,2,2,1,38,30,8
431920,4319208, São Nicolau,São Nicolau,RS,5265,,,2,,1,1,1,,,
431930,4319307, São Paulo das Missões,São Paulo das Missões,RS,5790,1,,6,,4,4,1,36,25,11
431935,4319356,,São Pedro da Serra,RS,3801,,,1,,,,,,,
431936,4319364,,São Pedro das Missões,RS,2009,1,,1,,,,,,,
431937,4319372,,São Pedro do Butiá,RS,2947,2,,1,,,,,,,
431940,4319406, São Pedro do Sul,São Pedro do Sul,RS,16198,7,,12,1,6,6,5,54,45,9
431950,4319505, São Sebastião do Caí,São Sebastião do Caí,RS,25685,15,,16,,2,2,1,91,60,31
431960,4319604, São Sepé,São Sepé,RS,23621,6,,10,1,2,2,1,64,55,9
431970,4319703,,São Valentim,RS,3299,2,,2,,,,,,,
431971,4319711,,São Valentim do Sul,RS,2242,,,1,,,,,,,
431973,4319737,,São Valério do Sul,RS,2727,1,,1,,,,,,,
431975,4319752,,São Vendelino,RS,2243,1,,,,,,,,,
431980,4319802, São Vicente do Sul,São Vicente do Sul,RS,8721,4,,9,,1,1,1,14,12,2
431990,4319901, Sapiranga,Sapiranga,RS,81734,27,,46,1,12,12,2,122,88,34
432000,4320008, Sapucaia do Sul,Sapucaia do Sul,RS,141075,137,,124,2,31,20,3,116,116,
432010,4320107, Sarandi,Sarandi,RS,24489,7,,18,,3,3,1,81,67,14
432020,4320206, Seberi,Seberi,RS,10750,12,,7,,2,2,1,50,40,10
432023,4320230,,Sede Nova,RS,2907,,,2,,,,,,,
432026,4320263, Segredo,Segredo,RS,7421,2,,5,,,,,34,32,2
432030,4320305, Selbach,Selbach,RS,5100,3,,2,,,,,32,20,12
432032,4320321,,Senador Salgado Filho,RS,2779,1,,,,,,,,,
432035,4320354, Sentinela do Sul,Sentinela do Sul,RS,5581,4,,4,,1,1,1,,,
432040,4320404, Serafina Corrêa,Serafina Corrêa,RS,17502,9,,8,,2,2,1,55,36,19
432045,4320453, Sério,Sério,RS,1962,1,,2,,,,,10,10,
432050,4320503, Sertão,Sertão,RS,5415,4,,4,,,,,49,29,20
432055,4320552,,Sertão Santana,RS,6486,2,,3,,,,,,,
432057,4320578,,Sete de Setembro,RS,1970,,,,,,,,,,
432060,4320602, Severiano de Almeida,Severiano de Almeida,RS,3657,1,,2,,1,1,1,31,26,5
432065,4320651, Silveira Martins,Silveira Martins,RS,2384,1,,2,,1,,,,,
432067,4320677, Sinimbu,Sinimbu,RS,10172,1,,8,,,,,48,30,18
432070,4320701, Sobradinho,Sobradinho,RS,14967,11,,12,,2,2,1,148,75,73
432080,4320800, Soledade,Soledade,RS,31002,14,,14,,2,2,1,117,80,37
432085,4320859,,Tabaí,RS,4719,,,,,,,,,,
432090,4320909, Tapejara,Tapejara,RS,24111,13,,21,1,,,,92,67,25
432100,4321006, Tapera,Tapera,RS,10584,5,,5,,1,1,1,35,22,13
432110,4321105, Tapes,Tapes,RS,17300,7,,4,,1,1,1,49,39,10
432120,4321204, Taquara,Taquara,RS,57466,21,,31,1,12,12,1,89,71,18
432130,4321303, Taquari,Taquari,RS,26862,7,,16,,2,2,1,81,61,20
432132,4321329,,Taquaruçu do Sul,RS,3072,1,,2,,,,,,,
432135,4321352,,Tavares,RS,5481,1,,2,,,,,,,
432140,4321402, Tenente Portela,Tenente Portela,RS,13485,18,,53,3,15,15,1,113,94,19
432143,4321436, Terra de Areia,Terra de Areia,RS,11204,4,,4,,1,1,1,1,,1
432145,4321451, Teutônia,Teutônia,RS,33232,22,,27,1,3,3,1,84,69,15
432146,4321469,,Tio Hugo,RS,3030,,,,,,,,,,
432147,4321477,,Tiradentes do Sul,RS,5704,1,,,,,,,,,
432149,4321493,,Toropi,RS,2806,1,,1,,,,,,,
432150,4321501, Torres,Torres,RS,38732,73,,63,1,10,10,2,66,62,4
432160,4321600, Tramandaí,Tramandaí,RS,51715,17,,63,1,37,37,2,94,94,
432162,4321626,,Travesseiro,RS,2336,,,,,,,,,,
432163,4321634,,Três Arroios,RS,2668,2,,3,,,,,,,
432166,4321667,,Três Cachoeiras,RS,11053,2,,4,,,,,,,
432170,4321709, Três Coroas,Três Coroas,RS,28220,8,,13,,1,1,1,75,65,10
432180,4321808, Três de Maio,Três de Maio,RS,23906,20,,26,,10,10,1,69,41,28
432183,4321832,,Três Forquilhas,RS,2697,,,1,,,,,,,
432185,4321857,,Três Palmeiras,RS,4271,1,,2,,,,,,,
432190,4321907, Três Passos,Três Passos,RS,23906,18,,25,1,11,11,2,104,69,35
432195,4321956, Trindade do Sul,Trindade do Sul,RS,5802,2,,4,,,,,48,43,5
432200,4322004, Triunfo,Triunfo,RS,29538,9,,19,,4,4,1,50,36,14
432210,4322103, Tucunduva,Tucunduva,RS,5678,2,,7,,2,2,1,34,22,12
432215,4322152,,Tunas,RS,4569,,,,,,,,,,
432218,4322186,,Tupanci do Sul,RS,1472,1,,,,,,,,,
432220,4322202, Tupanciretã,Tupanciretã,RS,23948,3,,13,,3,1,1,73,53,20
432225,4322251,,Tupandi,RS,4855,3,,1,,,,,,,
432230,4322301, Tuparendi,Tuparendi,RS,7893,6,,7,,4,4,1,37,26,11
432232,4322327,,Turuçu,RS,3438,2,,6,,,,,,,
432234,4322343,,Ubiretama,RS,2015,,,,,,,,,,
432235,4322350,,União da Serra,RS,1154,,,,,,,,,,
432237,4322376,,Unistalda,RS,2338,,,,,,,,,,
432240,4322400, Uruguaiana,Uruguaiana,RS,126970,62,,88,3,40,40,2,196,150,46
432250,4322509, Vacaria,Vacaria,RS,66218,64,,48,4,16,16,2,147,87,60
432252,4322525,,Vale Verde,RS,3497,,,1,,,,,,,
432253,4322533, Vale do Sol,Vale do Sol,RS,11781,4,,5,,2,1,1,39,29,10
432254,4322541,,Vale Real,RS,5913,1,,,,,,,,,
432255,4322558,,Vanini,RS,2113,,,2,,,,,,,
432260,4322608, Venâncio Aires,Venâncio Aires,RS,71554,51,,79,3,25,25,4,121,80,41
432270,4322707, Vera Cruz,Vera Cruz,RS,26863,9,,6,,3,3,2,49,44,5
432280,4322806, Veranópolis,Veranópolis,RS,26241,28,,24,1,3,3,1,63,39,24
432285,4322855,,Vespasiano Corrêa,RS,1815,,,,,,,,,,
432290,4322905, Viadutos,Viadutos,RS,4756,1,,2,,,,,50,33,17
432300,4323002, Viamão,Viamão,RS,255224,68,,101,2,19,19,2,347,275,72
432310,4323101,,Vicente Dutra,RS,4670,,,2,,,,,,,
432320,4323200,,Victor Graeff,RS,2882,2,,2,,,,,,,
432330,4323309,,Vila Flores,RS,3385,,,,,,,,,,
432335,4323358,,Vila Lângaro,RS,2091,,,1,,,,,,,
432340,4323408,,Vila Maria,RS,4358,1,,2,,,,,,,
432345,4323457,,Vila Nova do Sul,RS,4280,,,,,,,,,,
432350,4323507, Vista Alegre,Vista Alegre,RS,2752,1,,,,1,1,1,,,
432360,4323606,,Vista Alegre do Prata,RS,1561,,,1,,,,,,,
432370,4323705,,Vista Gaúcha,RS,2851,1,,2,,,,,,,
432375,4323754,,Vitória das Missões,RS,3133,,,,,,,,,,
432377,4323770,,Westfália,RS,3014,,,,,,,,,,
432380,4323804,,Xangri-lá,RS,16408,8,,5,,,,,,,
500020,5000203, Água Clara,Água Clara,MS,15522,7,,7,,2,1,1,17,17,
500025,5000252,,Alcinópolis,MS,5343,4,,11,,,,,,,
500060,5000609, Amambai,Amambai,MS,39396,22,,23,1,3,3,1,107,41,66
500070,5000708, Anastácio,Anastácio,MS,25135,13,,12,,1,1,1,26,24,2
500080,5000807, Anaurilândia,Anaurilândia,MS,9035,5,,5,,2,2,2,12,8,4
500085,5000856, Angélica,Angélica,MS,10780,,,4,,,,,26,6,20
500090,5000906, Antônio João,Antônio João,MS,8956,7,,5,,,,,7,7,
500100,5001003, Aparecida do Taboado,Aparecida do Taboado,MS,25745,13,,14,,,,,106,78,28
500110,5001102, Aquidauana,Aquidauana,MS,47871,28,,43,1,11,9,2,143,109,34
500124,5001243, Aral Moreira,Aral Moreira,MS,12149,3,,6,,,,,9,9,
500150,5001508, Bandeirantes,Bandeirantes,MS,6788,9,,11,,,,,12,12,
500190,5001904, Bataguassu,Bataguassu,MS,23024,13,,10,1,2,2,1,35,15,20
500200,5002001,,Batayporã,MS,11329,12,,5,,,,,,,
500210,5002100, Bela Vista,Bela Vista,MS,24629,8,,10,1,1,,1,32,28,4
500215,5002159, Bodoquena,Bodoquena,MS,7875,8,,8,,2,2,1,8,8,
500220,5002209, Bonito,Bonito,MS,21976,16,,13,,1,1,1,26,26,
500230,5002308, Brasilândia,Brasilândia,MS,11872,13,,10,,,,,20,11,9
500240,5002407, Caarapó,Caarapó,MS,30174,19,,15,1,2,2,1,39,20,19
500260,5002605, Camapuã,Camapuã,MS,13711,10,,8,,,,,22,15,7
500270,5002704, Campo Grande,Campo Grande,MS,895982,968,25,1336,119,583,555,10,2220,1317,903
500280,5002803, Caracol,Caracol,MS,6116,1,,1,,,,,8,4,4
500290,5002902, Cassilândia,Cassilândia,MS,21939,14,,16,,3,3,1,59,32,27
500295,5002951, Chapadão do Sul,Chapadão do Sul,MS,25218,16,,24,3,5,5,1,80,50,30
500310,5003108, Corguinho,Corguinho,MS,5947,2,,4,,,,,2,2,
500315,5003157, Coronel Sapucaia,Coronel Sapucaia,MS,15253,6,,9,,,,,9,9,
500320,5003207, Corumbá,Corumbá,MS,111435,97,,92,,22,22,2,202,138,64
500325,5003256, Costa Rica,Costa Rica,MS,20823,16,,17,,5,4,1,59,45,14
500330,5003306, Coxim,Coxim,MS,33543,21,,29,,6,6,1,93,65,28
500345,5003454, Deodápolis,Deodápolis,MS,12924,7,,5,,,,,12,12,
500348,5003488, Dois Irmãos do Buriti,Dois Irmãos do Buriti,MS,11385,2,,10,,2,1,1,19,19,
500350,5003504,,Douradina,MS,5924,2,,1,,,,,,,
500370,5003702, Dourados,Dourados,MS,222949,294,2,409,14,122,122,8,618,383,235
500375,5003751, Eldorado,Eldorado,MS,12353,3,,10,,3,3,,57,21,36
500380,5003801, Fátima do Sul,Fátima do Sul,MS,19189,17,,19,,3,3,1,56,51,5
500390,5003900, Figueirão,Figueirão,MS,3051,3,,6,,2,2,1,10,10,
500400,5004007, Glória de Dourados,Glória de Dourados,MS,9965,,,6,,,,,12,8,4
500410,5004106, Guia Lopes da Laguna,Guia Lopes da Laguna,MS,9895,3,,2,,,,,26,12,14
500430,5004304, Iguatemi,Iguatemi,MS,16078,7,,11,,1,1,1,38,32,6
500440,5004403, Inocência,Inocência,MS,7610,3,,4,,,,,9,9,
500450,5004502, Itaporã,Itaporã,MS,24839,13,,12,,,,,20,20,
500460,5004601, Itaquiraí,Itaquiraí,MS,21142,6,,8,,1,1,1,27,14,13
500470,5004700, Ivinhema,Ivinhema,MS,23187,16,,13,1,3,3,1,29,29,
500480,5004809,,Japorã,MS,9110,1,,4,,,,,,,
500490,5004908,,Jaraguari,MS,7187,,,4,,,,,,,
500500,5005004, Jardim,Jardim,MS,26097,9,,12,,1,1,1,43,27,16
500510,5005103, Jateí,Jateí,MS,4027,3,,4,,,,,21,19,2
500515,5005152, Juti,Juti,MS,6712,3,,5,,1,1,1,9,9,
500520,5005202, Ladário,Ladário,MS,23331,23,,20,,1,1,,10,,10
500525,5005251, Laguna Carapã,Laguna Carapã,MS,7341,2,,4,,1,1,1,6,6,
500540,5005400, Maracaju,Maracaju,MS,47083,18,,18,,5,5,2,50,44,6
500560,5005608, Miranda,Miranda,MS,28013,14,,14,,,,,23,23,
500568,5005681, Mundo Novo,Mundo Novo,MS,18366,1,,6,,,,,36,36,
