,region_id,municipio,uf,populacao,quantidade_leitos
4312,ABELARDO LUZ SC,Abelardo Luz,SC,17904,42.0
4313,AGROLANDIA SC,Agrolândia,SC,10864,0.0
4314,AGRONOMICA SC,Agronômica,SC,5448,0.0
4315,AGUA DOCE SC,Água Doce,SC,7145,31.0
4316,AGUAS DE CHAPECO SC,Águas de Chapecó,SC,6486,0.0
4317,AGUAS FRIAS SC,Águas Frias,SC,2366,0.0
4318,AGUAS MORNAS SC,Águas Mornas,SC,6469,0.0
4319,ALFREDO WAGNER SC,Alfredo Wagner,SC,10036,24.0
4320,ALTO BELA VISTA SC,Alto Bela Vista,SC,1937,0.0
4321,ANCHIETA SC,Anchieta,SC,5638,0.0
4322,ANGELINA SC,Angelina,SC,4801,66.0
4323,ANITA GARIBALDI SC,Anita Garibaldi,SC,7133,33.0
4324,ANITAPOLIS SC,Anitápolis,SC,3232,49.0
4325,ANTONIO CARLOS SC,Antônio Carlos,SC,8513,0.0
4326,APIUNA SC,Apiúna,SC,10743,0.0
4327,ARABUTA SC,Arabutã,SC,4267,21.0
4328,ARAQUARI SC,Araquari,SC,38129,0.0
4329,ARARANGUA SC,Araranguá,SC,68228,117.0
4330,ARMAZEM SC,Armazém,SC,8674,31.0
4331,ARROIO TRINTA SC,Arroio Trinta,SC,3550,21.0
4332,ARVOREDO SC,Arvoredo,SC,2240,0.0
4333,ASCURRA SC,Ascurra,SC,7934,0.0
4334,ATALANTA SC,Atalanta,SC,3210,0.0
4335,AURORA SC,Aurora,SC,5679,0.0
4336,BALNEARIO ARROIO DO SILVA SC,Balneário Arroio do Silva,SC,13071,0.0
4337,BALNEARIO CAMBORIU SC,Balneário Camboriú,SC,142295,248.0
4338,BALNEARIO BARRA DO SUL SC,Balneário Barra do Sul,SC,10795,0.0
4339,BALNEARIO GAIVOTA SC,Balneário Gaivota,SC,10979,0.0
4340,BANDEIRANTE SC,Bandeirante,SC,2678,0.0
4341,BARRA BONITA SC,Barra Bonita,SC,1677,0.0
4342,BARRA VELHA SC,Barra Velha,SC,29168,0.0
4343,BELA VISTA DO TOLDO SC,Bela Vista do Toldo,SC,6337,0.0
4344,BELMONTE SC,Belmonte,SC,2706,0.0
4345,BENEDITO NOVO SC,Benedito Novo,SC,11652,2.0
4346,BIGUACU SC,Biguaçu,SC,68481,68.0
4347,BLUMENAU SC,Blumenau,SC,357199,682.0
4348,BOCAINA DO SUL SC,Bocaina do Sul,SC,3474,0.0
4349,BOMBINHAS SC,Bombinhas,SC,19769,4.0
4350,BOM JARDIM DA SERRA SC,Bom Jardim da Serra,SC,4743,18.0
4351,BOM JESUS SC,Bom Jesus,SC,3010,0.0
4352,BOM JESUS DO OESTE SC,Bom Jesus do Oeste,SC,2142,0.0
4353,BOM RETIRO SC,Bom Retiro,SC,9966,50.0
4354,BOTUVERA SC,Botuverá,SC,5246,0.0
4355,BRACO DO NORTE SC,Braço do Norte,SC,33450,72.0
4356,BRACO DO TROMBUDO SC,Braço do Trombudo,SC,3743,0.0
4357,BRUNOPOLIS SC,Brunópolis,SC,2420,0.0
4358,BRUSQUE SC,Brusque,SC,134723,270.0
4359,CACADOR SC,Caçador,SC,78595,118.0
4360,CAIBI SC,Caibi,SC,6148,27.0
4361,CALMON SC,Calmon,SC,3346,0.0
4362,CAMBORIU SC,Camboriú,SC,82989,157.0
4363,CAPAO ALTO SC,Capão Alto,SC,2525,0.0
4364,CAMPO ALEGRE SC,Campo Alegre,SC,11978,32.0
4365,CAMPO BELO DO SUL SC,Campo Belo do Sul,SC,7016,32.0
4366,CAMPO ERE SC,Campo Erê,SC,8526,42.0
4367,CAMPOS NOVOS SC,Campos Novos,SC,36244,101.0
4368,CANELINHA SC,Canelinha,SC,12240,20.0
4369,CANOINHAS SC,Canoinhas,SC,54401,65.0
4370,CAPINZAL SC,Capinzal,SC,22848,63.0
4371,CAPIVARI DE BAIXO SC,Capivari de Baixo,SC,24871,0.0
4372,CATANDUVAS SC,Catanduvas,SC,10861,33.0
4373,CAXAMBU DO SUL SC,Caxambu do Sul,SC,3642,27.0
4374,CELSO RAMOS SC,Celso Ramos,SC,2728,0.0
4375,CERRO NEGRO SC,Cerro Negro,SC,3124,0.0
4376,CHAPADAO DO LAGEADO SC,Chapadão do Lageado,SC,2988,0.0
4377,CHAPECO SC,Chapecó,SC,220367,385.0
4378,COCAL DO SUL SC,Cocal do Sul,SC,16684,0.0
4379,CONCORDIA SC,Concórdia,SC,74641,184.0
4380,CORDILHEIRA ALTA SC,Cordilheira Alta,SC,4453,0.0
4381,CORONEL FREITAS SC,Coronel Freitas,SC,9981,30.0
4382,CORONEL MARTINS SC,Coronel Martins,SC,2549,0.0
4383,CORUPA SC,Corupá,SC,15909,0.0
4384,CORREIA PINTO SC,Correia Pinto,SC,12795,33.0
4385,CRICIUMA SC,Criciúma,SC,215186,468.0
4386,CUNHA PORA SC,Cunha Porã,SC,11086,45.0
4387,CUNHATAI SC,Cunhataí,SC,1962,0.0
4388,CURITIBANOS SC,Curitibanos,SC,39745,126.0
4389,DESCANSO SC,Descanso,SC,8250,37.0
4390,DIONISIO CERQUEIRA SC,Dionísio Cerqueira,SC,15498,42.0
4391,DONA EMMA SC,Dona Emma,SC,4146,0.0
4392,DOUTOR PEDRINHO SC,Doutor Pedrinho,SC,4064,0.0
4393,ENTRE RIOS SC,Entre Rios,SC,3203,0.0
4394,ERMO SC,Ermo,SC,2063,0.0
4395,ERVAL VELHO SC,Erval Velho,SC,4412,0.0
4396,FAXINAL DOS GUEDES SC,Faxinal dos Guedes,SC,10667,34.0
4397,FLOR DO SERTAO SC,Flor do Sertão,SC,1582,0.0
4398,FLORIANOPOLIS SC,Florianópolis,SC,500973,1598.0
4399,FORMOSA DO SUL SC,Formosa do Sul,SC,2510,0.0
4400,FORQUILHINHA SC,Forquilhinha,SC,26793,0.0
4401,FRAIBURGO SC,Fraiburgo,SC,36443,51.0
4402,FREI ROGERIO SC,Frei Rogério,SC,2023,0.0
4403,GALVAO SC,Galvão,SC,2873,0.0
4404,GAROPABA SC,Garopaba,SC,23078,0.0
4405,GARUVA SC,Garuva,SC,18145,20.0
4406,GASPAR SC,Gaspar,SC,69639,100.0
4407,GOVERNADOR CELSO RAMOS SC,Governador Celso Ramos,SC,14471,0.0
4408,GRAO PARA SC,Grão Pará,SC,6569,0.0
4409,GRAVATAL SC,Gravatal,SC,11501,0.0
4410,GUABIRUBA SC,Guabiruba,SC,23832,16.0
4411,GUARACIABA SC,Guaraciaba,SC,10090,36.0
4412,GUARAMIRIM SC,Guaramirim,SC,44819,50.0
4413,GUARUJA DO SUL SC,Guarujá do Sul,SC,5160,19.0
4414,GUATAMBU SC,Guatambú,SC,4704,0.0
4415,HERVAL DOESTE SC,Herval dOeste,SC,22606,0.0
4416,IBIAM SC,Ibiam,SC,1957,0.0
4417,IBICARE SC,Ibicaré,SC,3202,30.0
4418,IBIRAMA SC,Ibirama,SC,18950,80.0
4419,ICARA SC,Içara,SC,56421,91.0
4420,ILHOTA SC,Ilhota,SC,14184,0.0
4421,IMARUI SC,Imaruí,SC,10135,0.0
4422,IMBITUBA SC,Imbituba,SC,44853,68.0
4423,IMBUIA SC,Imbuia,SC,6197,11.0
4424,INDAIAL SC,Indaial,SC,69425,95.0
4425,IOMERE SC,Iomerê,SC,2945,0.0
4426,IPIRA SC,Ipira,SC,4446,27.0
4427,IPORA DO OESTE SC,Iporã do Oeste,SC,8996,32.0
4428,IPUACU SC,Ipuaçu,SC,7514,0.0
4429,IPUMIRIM SC,Ipumirim,SC,7593,12.0
4430,IRACEMINHA SC,Iraceminha,SC,3976,0.0
4431,IRANI SC,Irani,SC,10419,45.0
4432,IRATI SC,Irati,SC,1930,0.0
4433,IRINEOPOLIS SC,Irineópolis,SC,11222,19.0
4434,ITA SC,Itá,SC,6169,39.0
4435,ITAIOPOLIS SC,Itaiópolis,SC,21669,21.0
4436,ITAJAI SC,Itajaí,SC,219536,400.0
4437,ITAPEMA SC,Itapema,SC,65312,32.0
4438,ITAPIRANGA SC,Itapiranga,SC,16872,48.0
4439,ITAPOA SC,Itapoá,SC,20576,1.0
4440,ITUPORANGA SC,Ituporanga,SC,25086,60.0
4441,JABORA SC,Jaborá,SC,3936,0.0
4442,JACINTO MACHADO SC,Jacinto Machado,SC,10416,45.0
4443,JAGUARUNA SC,Jaguaruna,SC,20024,49.0
4444,JARAGUA DO SUL SC,Jaraguá do Sul,SC,177697,318.0
4445,JARDINOPOLIS SC,Jardinópolis,SC,1570,0.0
4446,JOACABA SC,Joaçaba,SC,30118,187.0
4447,JOINVILLE SC,Joinville,SC,590466,1187.0
4448,JOSE BOITEUX SC,José Boiteux,SC,4997,1.0
4449,JUPIA SC,Jupiá,SC,2101,0.0
4450,LACERDOPOLIS SC,Lacerdópolis,SC,2246,0.0
4451,LAGES SC,Lages,SC,157544,443.0
4452,LAGUNA SC,Laguna,SC,45814,98.0
4453,LAJEADO GRANDE SC,Lajeado Grande,SC,1427,0.0
4454,LAURENTINO SC,Laurentino,SC,6970,0.0
4455,LAURO MULLER SC,Lauro Müller,SC,15244,39.0
4456,LEBON REGIS SC,Lebon Régis,SC,12107,45.0
4457,LEOBERTO LEAL SC,Leoberto Leal,SC,3041,0.0
4458,LINDOIA DO SUL SC,Lindóia do Sul,SC,4563,71.0
4459,LONTRAS SC,Lontras,SC,12130,0.0
4460,LUIZ ALVES SC,Luiz Alves,SC,12859,39.0
4461,LUZERNA SC,Luzerna,SC,5685,91.0
4462,MACIEIRA SC,Macieira,SC,1775,0.0
4463,MAFRA SC,Mafra,SC,56292,125.0
4464,MAJOR GERCINO SC,Major Gercino,SC,3442,0.0
4465,MAJOR VIEIRA SC,Major Vieira,SC,8103,37.0
4466,MARACAJA SC,Maracajá,SC,7293,0.0
4467,MARAVILHA SC,Maravilha,SC,25762,81.0
4468,MAREMA SC,Marema,SC,1797,0.0
4469,MASSARANDUBA SC,Massaranduba,SC,16916,21.0
4470,MATOS COSTA SC,Matos Costa,SC,2520,0.0
4471,MELEIRO SC,Meleiro,SC,7015,50.0
4472,MIRIM DOCE SC,Mirim Doce,SC,2309,0.0
4473,MODELO SC,Modelo,SC,4209,31.0
4474,MONDAI SC,Mondaí,SC,11742,48.0
4475,MONTE CARLO SC,Monte Carlo,SC,9866,16.0
4476,MONTE CASTELO SC,Monte Castelo,SC,8275,22.0
4477,MORRO DA FUMACA SC,Morro da Fumaça,SC,17796,134.0
4478,MORRO GRANDE SC,Morro Grande,SC,2893,0.0
4479,NAVEGANTES SC,Navegantes,SC,81475,39.0
4480,NOVA ERECHIM SC,Nova Erechim,SC,5019,33.0
4481,NOVA ITABERABA SC,Nova Itaberaba,SC,4331,0.0
4482,NOVA TRENTO SC,Nova Trento,SC,14549,50.0
4483,NOVA VENEZA SC,Nova Veneza,SC,15166,49.0
4484,NOVO HORIZONTE SC,Novo Horizonte,SC,2442,0.0
4485,ORLEANS SC,Orleans,SC,22912,52.0
4486,OTACILIO COSTA SC,Otacílio Costa,SC,18744,50.0
4487,OURO SC,Ouro,SC,7295,0.0
4488,OURO VERDE SC,Ouro Verde,SC,2217,0.0
4489,PAIAL SC,Paial,SC,1505,0.0
4490,PAINEL SC,Painel,SC,2359,0.0
4491,PALHOCA SC,Palhoça,SC,171797,42.0
4492,PALMA SOLA SC,Palma Sola,SC,7423,35.0
4493,PALMEIRA SC,Palmeira,SC,2627,0.0
4494,PALMITOS SC,Palmitos,SC,16169,73.0
4495,PAPANDUVA SC,Papanduva,SC,19320,35.0
4496,PARAISO SC,Paraíso,SC,3437,0.0
4497,PASSO DE TORRES SC,Passo de Torres,SC,8823,0.0
4498,PASSOS MAIA SC,Passos Maia,SC,4147,0.0
4499,PAULO LOPES SC,Paulo Lopes,SC,7494,0.0
4500,PEDRAS GRANDES SC,Pedras Grandes,SC,3976,0.0
4501,PENHA SC,Penha,SC,32531,80.0
4502,PERITIBA SC,Peritiba,SC,2787,32.0
4503,PESCARIA BRAVA SC,Pescaria Brava,SC,10091,0.0
4504,PETROLANDIA SC,Petrolândia,SC,5937,16.0
4505,BALNEARIO PICARRAS SC,Balneário Piçarras,SC,23147,0.0
4506,PINHALZINHO SC,Pinhalzinho,SC,20313,42.0
4507,PINHEIRO PRETO SC,Pinheiro Preto,SC,3555,0.0
4508,PIRATUBA SC,Piratuba,SC,3854,0.0
4509,PLANALTO ALEGRE SC,Planalto Alegre,SC,2870,0.0
4510,POMERODE SC,Pomerode,SC,33447,58.0
4511,PONTE ALTA SC,Ponte Alta,SC,4682,26.0
4512,PONTE ALTA DO NORTE SC,Ponte Alta do Norte,SC,3414,0.0
4513,PONTE SERRADA SC,Ponte Serrada,SC,11593,77.0
4514,PORTO BELO SC,Porto Belo,SC,21388,0.0
4515,PORTO UNIAO SC,Porto União,SC,35398,91.0
4516,POUSO REDONDO SC,Pouso Redondo,SC,17453,41.0
4517,PRAIA GRANDE SC,Praia Grande,SC,7319,50.0
4518,PRESIDENTE CASTELLO BRANCO SC,Presidente Castello Branco,SC,1568,0.0
4519,PRESIDENTE GETULIO SC,Presidente Getúlio,SC,17471,44.0
4520,PRESIDENTE NEREU SC,Presidente Nereu,SC,2287,0.0
4521,PRINCESA SC,Princesa,SC,2924,0.0
4522,QUILOMBO SC,Quilombo,SC,9887,47.0
4523,RANCHO QUEIMADO SC,Rancho Queimado,SC,2878,0.0
4524,RIO DAS ANTAS SC,Rio das Antas,SC,6205,0.0
4525,RIO DO CAMPO SC,Rio do Campo,SC,5940,31.0
4526,RIO DO OESTE SC,Rio do Oeste,SC,7489,0.0
4527,RIO DOS CEDROS SC,Rio dos Cedros,SC,11676,49.0
4528,RIO DO SUL SC,Rio do Sul,SC,71061,258.0
4529,RIO FORTUNA SC,Rio Fortuna,SC,4611,32.0
4530,RIO NEGRINHO SC,Rio Negrinho,SC,42302,67.0
4531,RIO RUFINO SC,Rio Rufino,SC,2483,0.0
4532,RIQUEZA SC,Riqueza,SC,4598,0.0
4533,RODEIO SC,Rodeio,SC,11551,30.0
4534,ROMELANDIA SC,Romelândia,SC,4786,0.0
4535,SALETE SC,Salete,SC,7642,31.0
4536,SALTINHO SC,Saltinho,SC,3781,0.0
4537,SALTO VELOSO SC,Salto Veloso,SC,4718,16.0
4538,SANGAO SC,Sangão,SC,12678,0.0
4539,SANTA CECILIA SC,Santa Cecília,SC,16830,119.0
4540,SANTA HELENA SC,Santa Helena,SC,2223,0.0
4541,SANTA ROSA DE LIMA SC,Santa Rosa de Lima,SC,2142,0.0
4542,SANTA ROSA DO SUL SC,Santa Rosa do Sul,SC,8358,0.0
4543,SANTA TEREZINHA SC,Santa Terezinha,SC,8787,0.0
4544,SANTA TEREZINHA DO PROGRESSO SC,Santa Terezinha do Progresso,SC,2428,0.0
4545,SANTIAGO DO SUL SC,Santiago do Sul,SC,1260,0.0
4546,SANTO AMARO DA IMPERATRIZ SC,Santo Amaro da Imperatriz,SC,23245,49.0
4547,SAO BERNARDINO SC,São Bernardino,SC,2336,0.0
4548,SAO BENTO DO SUL SC,São Bento do Sul,SC,84507,96.0
4549,SAO BONIFACIO SC,São Bonifácio,SC,2838,29.0
4550,SAO CARLOS SC,São Carlos,SC,11281,67.0
4551,SAO CRISTOVAO DO SUL SC,São Cristóvão do Sul,SC,5549,0.0
4552,SAO DOMINGOS SC,São Domingos,SC,9445,0.0
4553,SAO FRANCISCO DO SUL SC,São Francisco do Sul,SC,52721,37.0
4554,SAO JOAO DO OESTE SC,São João do Oeste,SC,6381,32.0
4555,SAO JOAO BATISTA SC,São João Batista,SC,37424,30.0
4556,SAO JOAO DO ITAPERIU SC,São João do Itaperiú,SC,3733,0.0
4557,SAO JOAO DO SUL SC,São João do Sul,SC,7297,0.0
4558,SAO JOAQUIM SC,São Joaquim,SC,26952,129.0
4559,SAO JOSE SC,São José,SC,246586,908.0
4560,SAO JOSE DO CEDRO SC,São José do Cedro,SC,13829,33.0
4561,SAO JOSE DO CERRITO SC,São José do Cerrito,SC,8295,0.0
4562,SAO LOURENCO DO OESTE SC,São Lourenço do Oeste,SC,24076,56.0
4563,SAO LUDGERO SC,São Ludgero,SC,13410,0.0
4564,SAO MARTINHO SC,São Martinho,SC,3180,16.0
4565,SAO MIGUEL DA BOA VISTA SC,São Miguel da Boa Vista,SC,1820,0.0
4566,SAO MIGUEL DO OESTE SC,São Miguel do Oeste,SC,40482,119.0
4567,SAO PEDRO DE ALCANTARA SC,São Pedro de Alcântara,SC,5823,93.0
4568,SAUDADES SC,Saudades,SC,9745,33.0
4569,SCHROEDER SC,Schroeder,SC,21365,0.0
4570,SEARA SC,Seara,SC,17541,50.0
4571,SERRA ALTA SC,Serra Alta,SC,3263,0.0
4572,SIDEROPOLIS SC,Siderópolis,SC,14007,0.0
4573,SOMBRIO SC,Sombrio,SC,30374,106.0
4574,SUL BRASIL SC,Sul Brasil,SC,2461,0.0
4575,TAIO SC,Taió,SC,18395,36.0
4576,TANGARA SC,Tangará,SC,8676,54.0
4577,TIGRINHOS SC,Tigrinhos,SC,1633,0.0
4578,TIJUCAS SC,Tijucas,SC,38407,60.0
4579,TIMBE DO SUL SC,Timbé do Sul,SC,5348,28.0
4580,TIMBO SC,Timbó,SC,44238,100.0
4581,TIMBO GRANDE SC,Timbó Grande,SC,7877,0.0
4582,TRES BARRAS SC,Três Barras,SC,19275,54.0
4583,TREVISO SC,Treviso,SC,3929,0.0
4584,TREZE DE MAIO SC,Treze de Maio,SC,7081,41.0
4585,TREZE TILIAS SC,Treze Tílias,SC,7840,0.0
4586,TROMBUDO CENTRAL SC,Trombudo Central,SC,7360,68.0
4587,TUBARAO SC,Tubarão,SC,105686,463.0
4588,TUNAPOLIS SC,Tunápolis,SC,4543,48.0
4589,TURVO SC,Turvo,SC,12899,65.0
4590,UNIAO DO OESTE SC,União do Oeste,SC,2464,0.0
4591,URUBICI SC,Urubici,SC,11235,48.0
4592,URUPEMA SC,Urupema,SC,2465,0.0
4593,URUSSANGA SC,Urussanga,SC,21268,110.0
4594,VARGEAO SC,Vargeão,SC,3573,24.0
4595,VARGEM SC,Vargem,SC,2477,0.0
4596,VARGEM BONITA SC,Vargem Bonita,SC,4492,0.0
4597,VIDAL RAMOS SC,Vidal Ramos,SC,6338,21.0
4598,VIDEIRA SC,Videira,SC,53065,135.0
4599,VITOR MEIRELES SC,Vitor Meireles,SC,4979,17.0
4600,WITMARSUM SC,Witmarsum,SC,3965,21.0
4601,XANXERE SC,Xanxerê,SC,50982,151.0
4602,XAVANTINA SC,Xavantina,SC,3933,23.0
4603,XAXIM SC,Xaxim,SC,28706,48.0
4604,ZORTEA SC,Zortéa,SC,3363,0.0
4605,BALNEARIO RINCAO SC,Balneário Rincão,SC,12760,0.0
4606,ACEGUA RS,Aceguá,RS,4901,42.0
4607,AGUA SANTA RS,Água Santa,RS,3748,0.0
4608,AGUDO RS,Agudo,RS,16461,51.0
4609,AJURICABA RS,Ajuricaba,RS,7024,49.0
4610,ALECRIM RS,Alecrim,RS,5950,50.0
4611,ALEGRETE RS,Alegrete,RS,73589,172.0
4612,ALEGRIA RS,Alegria,RS,3464,0.0
4613,ALMIRANTE TAMANDARE DO SUL RS,Almirante Tamandaré do Sul,RS,1964,0.0
4614,ALPESTRE RS,Alpestre,RS,6258,23.0
4615,ALTO ALEGRE RS,Alto Alegre,RS,1638,0.0
4616,ALTO FELIZ RS,Alto Feliz,RS,3028,0.0
4617,ALVORADA RS,Alvorada,RS,210305,97.0
4618,AMARAL FERRADOR RS,Amaral Ferrador,RS,7031,0.0
4619,AMETISTA DO SUL RS,Ametista do Sul,RS,7409,28.0
4620,ANDRE DA ROCHA RS,André da Rocha,RS,1333,0.0
4621,ANTA GORDA RS,Anta Gorda,RS,5981,38.0
4622,ANTONIO PRADO RS,Antônio Prado,RS,13050,51.0
4623,ARAMBARE RS,Arambaré,RS,3581,0.0
4624,ARARICA RS,Araricá,RS,5698,0.0
4625,ARATIBA RS,Aratiba,RS,6235,36.0
4626,ARROIO DO MEIO RS,Arroio do Meio,RS,20805,89.0
4627,ARROIO DO SAL RS,Arroio do Sal,RS,10065,0.0
4628,ARROIO DO PADRE RS,Arroio do Padre,RS,2937,0.0
4629,ARROIO DOS RATOS RS,Arroio dos Ratos,RS,14151,0.0
4630,ARROIO DO TIGRE RS,Arroio do Tigre,RS,13373,76.0
4631,ARROIO GRANDE RS,Arroio Grande,RS,18293,48.0
4632,ARVOREZINHA RS,Arvorezinha,RS,10424,60.0
4633,AUGUSTO PESTANA RS,Augusto Pestana,RS,6661,55.0
4634,AUREA RS,Áurea,RS,3554,0.0
4635,BAGE RS,Bagé,RS,121143,220.0
4636,BALNEARIO PINHAL RS,Balneário Pinhal,RS,14068,0.0
4637,BARAO RS,Barão,RS,6171,24.0
4638,BARAO DE COTEGIPE RS,Barão de Cotegipe,RS,6623,0.0
4639,BARAO DO TRIUNFO RS,Barão do Triunfo,RS,7487,0.0
4640,BARRACAO RS,Barracão,RS,5275,0.0
4641,BARRA DO GUARITA RS,Barra do Guarita,RS,3248,0.0
4642,BARRA DO QUARAI RS,Barra do Quaraí,RS,4215,0.0
4643,BARRA DO RIBEIRO RS,Barra do Ribeiro,RS,13491,41.0
4644,BARRA DO RIO AZUL RS,Barra do Rio Azul,RS,1690,0.0
4645,BARRA FUNDA RS,Barra Funda,RS,2539,0.0
4646,BARROS CASSAL RS,Barros Cassal,RS,11199,0.0
4647,BENJAMIN CONSTANT DO SUL RS,Benjamin Constant do Sul,RS,1994,0.0
4648,BENTO GONCALVES RS,Bento Gonçalves,RS,120454,244.0
4649,BOA VISTA DAS MISSOES RS,Boa Vista das Missões,RS,2098,0.0
4650,BOA VISTA DO BURICA RS,Boa Vista do Buricá,RS,6712,40.0
4651,BOA VISTA DO CADEADO RS,Boa Vista do Cadeado,RS,2470,0.0
4652,BOA VISTA DO INCRA RS,Boa Vista do Incra,RS,2603,0.0
4653,BOA VISTA DO SUL RS,Boa Vista do Sul,RS,2783,0.0
4654,BOM JESUS RS,Bom Jesus,RS,11349,35.0
4655,BOM PRINCIPIO RS,Bom Princípio,RS,14055,43.0
4656,BOM PROGRESSO RS,Bom Progresso,RS,1942,0.0
4657,BOM RETIRO DO SUL RS,Bom Retiro do Sul,RS,12328,50.0
4658,BOQUEIRAO DO LEAO RS,Boqueirão do Leão,RS,7714,39.0
4659,BOSSOROCA RS,Bossoroca,RS,6279,0.0
4660,BOZANO RS,Bozano,RS,2123,0.0
4661,BRAGA RS,Braga,RS,3353,0.0
4662,BROCHIER RS,Brochier,RS,5074,0.0
4663,BUTIA RS,Butiá,RS,20941,29.0
4664,CACAPAVA DO SUL RS,Caçapava do Sul,RS,33624,79.0
4665,CACEQUI RS,Cacequi,RS,12561,36.0
4666,CACHOEIRA DO SUL RS,Cachoeira do Sul,RS,82201,174.0
4667,CACHOEIRINHA RS,Cachoeirinha,RS,130293,81.0
4668,CACIQUE DOBLE RS,Cacique Doble,RS,5065,0.0
4669,CAIBATE RS,Caibaté,RS,4846,40.0
4670,CAICARA RS,Caiçara,RS,4743,41.0
4671,CAMAQUA RS,Camaquã,RS,66261,145.0
4672,CAMARGO RS,Camargo,RS,2733,0.0
4673,CAMBARA DO SUL RS,Cambará do Sul,RS,6431,32.0
4674,CAMPESTRE DA SERRA RS,Campestre da Serra,RS,3388,0.0
4675,CAMPINA DAS MISSOES RS,Campina das Missões,RS,5474,55.0
4676,CAMPINAS DO SUL RS,Campinas do Sul,RS,5454,49.0
4677,CAMPO BOM RS,Campo Bom,RS,66712,81.0
4678,CAMPO NOVO RS,Campo Novo,RS,4484,35.0
4679,CAMPOS BORGES RS,Campos Borges,RS,3320,0.0
4680,CANDELARIA RS,Candelária,RS,31365,105.0
4681,CANDIDO GODOI RS,Cândido Godói,RS,6198,39.0
4682,CANDIOTA RS,Candiota,RS,9584,0.0
4683,CANELA RS,Canela,RS,44998,52.0
4684,CANGUCU RS,Canguçu,RS,56045,104.0
4685,CANOAS RS,Canoas,RS,346616,833.0
4686,CANUDOS DO VALE RS,Canudos do Vale,RS,1716,0.0
4687,CAPAO BONITO DO SUL RS,Capão Bonito do Sul,RS,1654,0.0
4688,CAPAO DA CANOA RS,Capão da Canoa,RS,53049,91.0
4689,CAPAO DO CIPO RS,Capão do Cipó,RS,3651,0.0
4690,CAPAO DO LEAO RS,Capão do Leão,RS,25354,0.0
4691,CAPIVARI DO SUL RS,Capivari do Sul,RS,4660,0.0
4692,CAPELA DE SANTANA RS,Capela de Santana,RS,11940,0.0
4693,CAPITAO RS,Capitão,RS,2757,0.0
4694,CARAZINHO RS,Carazinho,RS,62110,140.0
4695,CARAA RS,Caraá,RS,8270,0.0
4696,CARLOS BARBOSA RS,Carlos Barbosa,RS,29833,72.0
4697,CARLOS GOMES RS,Carlos Gomes,RS,1377,0.0
4698,CASCA RS,Casca,RS,9031,33.0
4699,CASEIROS RS,Caseiros,RS,3202,0.0
4700,CATUIPE RS,Catuípe,RS,8774,0.0
4701,CAXIAS DO SUL RS,Caxias do Sul,RS,510906,1265.0
4702,CENTENARIO RS,Centenário,RS,2891,0.0
4703,CERRITO RS,Cerrito,RS,6091,0.0
4704,CERRO BRANCO RS,Cerro Branco,RS,4691,0.0
4705,CERRO GRANDE RS,Cerro Grande,RS,2311,0.0
4706,CERRO GRANDE DO SUL RS,Cerro Grande do Sul,RS,12239,0.0
4707,CERRO LARGO RS,Cerro Largo,RS,14133,55.0
4708,CHAPADA RS,Chapada,RS,9269,49.0
4709,CHARQUEADAS RS,Charqueadas,RS,40789,60.0
4710,CHARRUA RS,Charrua,RS,3279,0.0
4711,CHIAPETTA RS,Chiapetta,RS,3756,30.0
4712,CHUI RS,Chuí,RS,6704,0.0
4713,CHUVISCA RS,Chuvisca,RS,5441,0.0
4714,CIDREIRA RS,Cidreira,RS,16254,0.0
4715,CIRIACO RS,Ciríaco,RS,4747,0.0
4716,COLINAS RS,Colinas,RS,2438,0.0
4717,COLORADO RS,Colorado,RS,3175,0.0
4718,CONDOR RS,Condor,RS,6753,25.0
4719,CONSTANTINA RS,Constantina,RS,9911,23.0
4720,COQUEIRO BAIXO RS,Coqueiro Baixo,RS,1501,0.0
4721,COQUEIROS DO SUL RS,Coqueiros do Sul,RS,2306,0.0
4722,CORONEL BARROS RS,Coronel Barros,RS,2519,0.0
4723,CORONEL BICACO RS,Coronel Bicaco,RS,7325,30.0
4724,CORONEL PILAR RS,Coronel Pilar,RS,1628,0.0
4725,COTIPORA RS,Cotiporã,RS,3853,0.0
4726,COXILHA RS,Coxilha,RS,2756,0.0
4727,CRISSIUMAL RS,Crissiumal,RS,13448,55.0
4728,CRISTAL RS,Cristal,RS,8009,0.0
4729,CRISTAL DO SUL RS,Cristal do Sul,RS,2847,0.0
4730,CRUZ ALTA RS,Cruz Alta,RS,60299,233.0
4731,CRUZALTENSE RS,Cruzaltense,RS,1833,0.0
4732,CRUZEIRO DO SUL RS,Cruzeiro do Sul,RS,12348,35.0
4733,DAVID CANABARRO RS,David Canabarro,RS,4740,32.0
4734,DERRUBADAS RS,Derrubadas,RS,2805,0.0
4735,DEZESSEIS DE NOVEMBRO RS,Dezesseis de Novembro,RS,2427,0.0
4736,DILERMANDO DE AGUIAR RS,Dilermando de Aguiar,RS,3014,0.0
4737,DOIS IRMAOS RS,Dois Irmãos,RS,32671,68.0
4738,DOIS IRMAOS DAS MISSOES RS,Dois Irmãos das Missões,RS,2026,0.0
4739,DOIS LAJEADOS RS,Dois Lajeados,RS,3400,50.0
4740,DOM FELICIANO RS,Dom Feliciano,RS,15414,25.0
4741,DOM PEDRO DE ALCANTARA RS,Dom Pedro de Alcântara,RS,2534,0.0
4742,DOM PEDRITO RS,Dom Pedrito,RS,38461,120.0
